Order ID,Product ID,Category,Sales,Quantity,Discount,Profit,Order Date,Shipment Date,Segment,City,Subcategory,Order Priority,Sales Channel,Region,Ship Mode,Customer ID,Customer Name,State,Postal Code,Product Name
aa94d1bc-8a8b-4f2b-afdc-09795c0321af,e23a206c-1a82-4bef-a3c9-242e5bd7a1ed,Technology,866.17,5,0.28,253.41,2024-10-25,2024-11-01,Home Office,Phoenix,Accessories,Low,Online,South,Express,19c34b91-5602-453d-b5d3-f0a21ad0feb1,Samantha Pitts DDS,Louisiana,42092,between
031bb85a-cdf1-48fe-8f96-6c84befbfa1f,4d7d22df-4101-4e96-9471-fcb94ae4dedf,Technology,4539.13,4,0.06,202.03,2023-05-27,2023-06-05,Corporate,San Jose,Accessories,High,Offline,South,Express,01e32f68-ade0-4164-a2d5-a2308e731287,Donna Sparks,Michigan,74437,including
2c5fa4d6-24c8-4e4c-82bb-ebc0253687a9,029ae91e-8b8a-480f-87d0-e8ec662785f2,Technology,4069.44,6,0.21,1323.1,2021-04-06,2021-04-16,Corporate,Chicago,Tables,Medium,Online,East,Express,c17f6d31-3a23-41e7-8fa2-257545e39026,Maxwell Raymond,Washington,76878,under
c52d9924-b971-43dc-a373-587c2aed712c,5e01d7ad-dcc7-43e4-a96d-0db3d87dbdae,Technology,144.67,10,0.28,176.21,2022-12-15,2022-12-18,Home Office,Philadelphia,Art,High,Offline,North,Standard,89d3e1fe-c6cf-40f1-953f-d252f935f2e9,Olivia Harvey,Michigan,52034,take
f5104c2e-5178-4375-ab2b-97f1617bf975,52c481f7-4422-4d86-9dc0-2f66493d75e6,Office Supplies,1160.39,9,0.0,443.28,2020-02-14,2020-02-17,Home Office,Houston,Art,Low,Offline,West,Standard,15971a24-bb76-47cd-b076-cc7a8181b922,Dean Murphy,Connecticut,79143,human
97e9d7f0-5201-425c-ae73-005be72610a0,3f8ce0dd-3c86-4192-a898-e8ca526b413b,Furniture,4925.15,10,0.07,220.29,2021-02-27,2021-03-08,Corporate,Los Angeles,Copiers,High,Online,North,Standard,d49ba121-560e-4433-aefa-4f1f1577c92f,David Perkins,South Carolina,23486,decide
57f19eb8-ede6-4433-a9e2-3227408a6952,111f8bd8-ef25-492f-bda3-9c665a5603fe,Office Supplies,1095.39,3,0.24,324.66,2023-10-10,2023-10-18,Home Office,San Antonio,Binders,Low,Online,North,Standard,0069cec9-408e-442e-9ed2-ae97e1f6e753,Zachary Lewis,Hawaii,45171,big
633ae357-87d7-45f5-a207-621823a1dce5,18b1b5a7-b6ee-4894-8208-024579d963c6,Technology,158.47,7,0.25,616.4,2024-11-09,2024-11-16,Consumer,Phoenix,Binders,Critical,Offline,West,Express,ce449e91-3ca5-4c1c-956a-f285502a50b8,Stacey Davis,New Mexico,97731,candidate
444199d6-298c-48ad-a16d-2cb135c64435,a8658a57-bbc4-4a68-9de3-d922b84cb1c5,Office Supplies,2547.94,3,0.3,206.17,2024-07-04,2024-07-08,Home Office,San Jose,Machines,High,Offline,East,Standard,c673f34e-90f2-48aa-abf7-7c772bbc68ce,Rebecca Jenkins,Louisiana,98657,deal
4edb6334-07ff-419d-a35e-762b82099946,c38a9e38-01b1-4cb4-8a24-89aaaed2ad95,Furniture,659.65,6,0.3,1243.12,2023-02-16,2023-02-18,Corporate,Dallas,Copiers,Low,Online,West,Express,4816118f-9183-4380-beb9-af10d33ec4c5,Felicia Hamilton,Oklahoma,94198,rise
c787c1a7-29d3-4a1c-a98e-47fb46c1d311,f07484db-5408-416d-afbf-f875cc39d75f,Furniture,3569.99,7,0.25,515.28,2023-01-10,2023-01-12,Consumer,Chicago,Machines,Low,Offline,East,Express,27d770ea-d1bb-426e-966b-5358047e4f5b,Ashley House,Utah,50889,his
f1ab2421-cea9-4a14-98f0-937a21bbef8d,3d6328ac-d7c6-4ab5-b7bc-7cbcfa803e5c,Technology,3971.03,7,0.11,981.82,2020-11-24,2020-11-25,Consumer,Dallas,Bookcases,High,Offline,North,Standard,d239683d-478f-491a-8039-1da468c6794a,Bianca Patterson,South Carolina,93564,behind
846ee335-309d-4690-8cab-2847acc50592,df633d76-d4e9-42da-87c8-d880c71d06f8,Office Supplies,1907.2,1,0.25,1043.14,2021-05-17,2021-05-19,Corporate,Houston,Phones,Critical,Online,West,Standard,b125d157-5cee-4afb-9893-091f7cef1453,Melissa Arias,New Hampshire,26630,idea
fe1bfd15-131f-4c7c-b3da-454e04d9b5a7,6bfddfb8-bc44-42e2-8783-a85aae721a54,Office Supplies,3219.59,10,0.01,399.83,2023-04-22,2023-04-30,Home Office,Dallas,Furnishings,Critical,Offline,West,Standard,20f76df7-0b56-4f84-837b-b8aaae0356c0,Kurt Fuller,Minnesota,84279,sound
20497d53-816b-465c-8352-c4abbef465df,85ae2ae3-77b5-4f97-8302-811e11933687,Office Supplies,3867.69,4,0.04,226.96,2023-03-06,2023-03-15,Consumer,Philadelphia,Machines,Low,Online,North,Express,a65f1d98-38f7-4137-8376-0c79bd069efe,Valerie Vazquez,Alabama,78683,decade
74e8dd9c-4c97-43dd-981a-b5a08c7db1a9,a53d69f0-7245-4b9a-895f-16be3be87929,Furniture,3134.52,2,0.07,1018.77,2022-01-09,2022-01-15,Consumer,San Jose,Tables,High,Offline,North,Standard,e788c438-c8df-4b4b-9131-bca01cd68a9d,Sean Chen,Iowa,36138,indicate
fe24af61-d3c2-4fe1-a28a-ddb632d7ed9a,c6716dba-0264-4014-a03d-f3c1588d4dab,Furniture,2989.92,5,0.2,1275.23,2023-02-09,2023-02-15,Corporate,San Diego,Bookcases,High,Offline,West,Standard,f7207dbb-8d3d-4405-a6a0-24a8986645b2,Sally Jennings,Maine,63508,information
0d6bc34e-cf8a-4ddc-b4ad-182d3c7e3b30,b54d46e9-19c6-4cae-960e-d648ef87e7c9,Office Supplies,287.4,2,0.26,954.35,2021-03-25,2021-03-29,Consumer,Phoenix,Phones,Low,Offline,West,Standard,c2f5ba6e-3878-4259-8330-eb9409e31ae6,Roger Parks,Kentucky,79747,writer
46970cfe-879f-44dc-8f56-a807539cc8ce,11b021f5-f3fd-4409-a7ae-6bed44e45187,Furniture,585.16,9,0.13,1432.44,2022-03-27,2022-04-04,Consumer,San Diego,Accessories,Medium,Online,East,Standard,16ad124c-2298-4211-8301-119f78314a15,Walter Kennedy,Florida,71271,Congress
b3b4873d-ca93-4f6c-84f9-4ad9557b8c49,b60842a0-697c-481b-8e65-33e96b1d85a4,Furniture,4188.79,2,0.17,800.7,2022-12-19,2022-12-20,Corporate,San Diego,Accessories,High,Offline,East,Standard,4bcec1c0-69ba-4f17-8e34-d02830d7b6a3,Alexander Miller,California,63713,region
5ec4b3f7-1b31-4669-95e5-518ee6877674,26e6d765-4c50-497e-b171-04e09a942a73,Office Supplies,288.76,9,0.26,739.49,2023-07-07,2023-07-09,Corporate,San Antonio,Phones,Low,Online,East,Express,f8d64615-b09e-4cd5-a791-03dc27bd59e1,Kenneth Williams,California,25002,national
aa2c80fe-3f94-404d-ad1c-24035dd0dd15,d95f7ce1-3193-4f96-9d38-548eb0d12c5f,Furniture,623.16,7,0.19,1479.49,2023-06-24,2023-07-01,Corporate,Philadelphia,Chairs,High,Online,North,Express,d07fa925-3333-4752-a27c-6ca448d3511a,John Howard,Idaho,91797,over
a4466916-0d73-4fdf-9f76-f851aa0bc9d1,d254da2b-ac27-48ae-97e1-30eb6b6916f4,Office Supplies,2249.36,2,0.06,1425.56,2024-03-21,2024-03-22,Consumer,San Antonio,Machines,Critical,Offline,East,Standard,ef3dd514-58c0-45db-874b-5d49629268cd,Lisa Brown,Michigan,12764,realize
799cd341-91f7-4c42-9c25-669591198cc5,51e1001a-704c-4117-8bd3-387effbbc383,Office Supplies,661.8,6,0.26,926.55,2020-08-09,2020-08-11,Consumer,Philadelphia,Binders,Critical,Offline,South,Standard,7149c049-7437-4d7f-8cab-927a1e17a5de,Monica Choi,Oklahoma,70291,poor
d872a89d-e1db-49e5-b562-6d4346246b99,153280a2-fc40-416d-9b34-0ced10733e74,Technology,1301.05,2,0.22,1109.86,2023-05-24,2023-05-29,Corporate,San Jose,Copiers,Medium,Online,East,Express,7caf09b0-ae9f-470d-909d-3cde1219f978,Christopher Jackson,Arizona,51057,light
c3a82828-f25c-487b-b926-501ba641e983,2cd497c1-191c-43da-8097-aeb6fd3f7016,Office Supplies,3524.25,6,0.08,1395.46,2022-08-21,2022-08-28,Consumer,New York,Machines,Critical,Offline,West,Standard,6fa0c19d-1ad2-425b-80e5-4c9130e3b56d,Ashley Hodges,Kansas,13091,piece
89dfbd20-3b2f-4e2e-8b64-120e1b50088d,821d356c-75ae-4a00-ac82-dd35af988acf,Furniture,1067.2,6,0.21,221.28,2020-07-25,2020-07-26,Corporate,San Diego,Art,High,Offline,North,Standard,1a442470-5976-4917-aa5f-f32f6842d328,Cathy Bradley,North Carolina,51529,trade
4aa028bb-02e6-452e-a728-cd62fad0e0e0,ec887507-519b-42b9-8bdd-50f32ef14fa8,Technology,3444.41,5,0.12,360.15,2024-08-10,2024-08-12,Corporate,New York,Copiers,High,Offline,West,Standard,d19a636d-e77c-4e37-b8e2-78b62e274df5,Chase Pitts,Missouri,61882,wide
a6acd27b-7e60-42d1-b671-6251293dca0f,e17caf87-ada4-46e0-82e4-3da79eaa5d62,Office Supplies,96.06,3,0.12,466.7,2020-04-06,2020-04-07,Home Office,Philadelphia,Copiers,High,Offline,South,Express,689e8949-afb1-44d3-8925-dcfa102a9add,Mark Rogers,Arkansas,20298,Congress
92e0384a-c5b9-4808-82cb-b540f5b5744b,f82cd69f-c1f6-4a58-9115-d0e538c6c2aa,Technology,2133.31,4,0.08,1230.99,2020-04-15,2020-04-22,Home Office,Philadelphia,Chairs,High,Offline,South,Standard,df6e8f83-71ce-4258-9c88-bb347cbd694d,Sabrina Rios,Texas,22995,understand
83b46bf9-39a2-44eb-9f9f-33909108583d,3e540868-d1ba-48fc-8820-eb280076e0e8,Furniture,549.85,5,0.27,126.95,2020-06-16,2020-06-24,Home Office,Phoenix,Tables,High,Online,South,Express,bf28b969-501e-423d-a598-1fb603366d87,April Dunlap,Georgia,55500,leader
e8397296-85a5-4825-8d51-82df6d69d7ae,e3e083f1-de08-436b-8bce-3347f0e60e1c,Office Supplies,2625.53,1,0.25,901.18,2024-09-21,2024-09-23,Consumer,San Jose,Machines,Critical,Online,West,Express,c99d6405-1203-49f5-af17-b4041b06868c,Sandra Mccormick,Vermont,56275,section
2d94f737-925c-478d-9b46-27f3be7c8f2e,c8f33ef0-fa46-40c6-9b89-631dc92a9ca7,Furniture,3132.85,2,0.15,1024.05,2024-03-09,2024-03-17,Consumer,Phoenix,Machines,Critical,Offline,West,Standard,c3fa042a-ccdd-4a53-b4ae-dcd729a35528,Kyle Armstrong,Rhode Island,57685,for
34fe1795-d893-4e7d-8cde-0e5117521d25,a021a538-0d30-4b51-94ba-3596836f6f2d,Technology,3518.6,7,0.18,395.5,2024-09-19,2024-09-22,Consumer,Houston,Machines,Medium,Online,South,Express,5351b451-19ad-4bb7-a23c-908496632615,Rebecca Guerrero,Nebraska,22697,charge
3d7905a1-f04f-41c0-bd1f-40b012e0722e,ebe07c66-2a6f-4ed0-a1a3-46cc1ebd6681,Office Supplies,2123.19,4,0.19,301.52,2024-06-13,2024-06-15,Corporate,Phoenix,Binders,Low,Offline,West,Standard,8231a6b0-28cd-4793-bdb1-93e1b299acac,Krista Castillo,Idaho,15684,final
fb3981cf-8e68-4e04-a396-f08639f6b511,02bd601d-53cd-4573-879a-235c3e982e63,Technology,4498.18,7,0.12,508.25,2023-02-04,2023-02-05,Corporate,Houston,Copiers,Low,Offline,North,Standard,58081c36-e429-4166-b9c5-628ee3bc594b,Brian Ortega,Nevada,74714,long
1d5b25e2-89ed-4c23-9e44-e9a9b3966fac,74d9ea79-b8a5-4ec7-800f-b83859d5431c,Technology,2582.34,2,0.21,359.13,2022-06-06,2022-06-07,Consumer,San Antonio,Art,Medium,Online,North,Express,98969270-b112-4b49-8849-58c22503ffe2,James Ochoa,Maryland,49192,agent
71010d2e-7602-47d3-a488-c2e5411c7368,4fe91578-0452-4370-bc98-6d58b79e7d6e,Office Supplies,3107.6,2,0.13,200.97,2020-03-12,2020-03-19,Consumer,Dallas,Binders,Medium,Offline,East,Standard,5b639eaf-a1cd-4613-ad49-6358896aa154,Loretta Baker,Wyoming,88008,order
a9c11a13-459d-4062-b471-baa291c78c02,1e33c2ac-4bbf-46e0-85de-874cdf1c0917,Technology,1449.4,3,0.2,1448.54,2022-01-08,2022-01-15,Home Office,San Diego,Art,Low,Offline,East,Express,529b446d-45af-4001-8bde-0a344f999c68,Todd Griffith,Wisconsin,91997,include
c103cf60-37d0-4856-a10f-5c3dda149c74,99cee128-215a-4f09-a2e9-cf950ae988b8,Furniture,3934.56,9,0.07,1483.99,2023-10-14,2023-10-21,Home Office,San Diego,Phones,Medium,Offline,North,Standard,e032cb1a-bb7d-477d-bc48-61b59f996879,Scott Martin,New Hampshire,81435,nearly
272f9118-1aed-495f-9802-dbbb1a22273d,7c74cb7e-20fa-4e9a-937c-1baa46c890ca,Technology,2513.81,5,0.19,1420.85,2020-01-03,2020-01-13,Consumer,Los Angeles,Bookcases,Low,Online,South,Express,10b02d01-cd0d-4226-be37-ddf311f70253,Marissa Wallace,Washington,26072,president
2a1d203d-6281-4044-bdc6-1dfdd19a4c28,84717525-e93a-4a91-8e37-218e95fff396,Furniture,3064.56,10,0.03,1461.16,2023-09-06,2023-09-07,Consumer,Philadelphia,Tables,Critical,Offline,West,Express,3ea33ed9-36c9-4a77-bf1b-b91c13ef2efe,Christina Clayton,New Mexico,83715,value
3f14dfb7-67de-4808-9715-ca666b83695a,ecf39d9d-6511-4a36-baaf-d08422b500cd,Furniture,3900.9,8,0.27,279.99,2022-02-23,2022-02-25,Consumer,San Antonio,Accessories,High,Online,North,Standard,c413d2e7-4acc-4678-b717-a1e7e4aee521,Jordan Zimmerman,Missouri,78313,individual
5625f45e-d9e6-48b9-a010-5c26933244b6,29df9d24-2504-43e2-ad05-8af900370217,Technology,4165.92,2,0.15,548.45,2020-04-14,2020-04-18,Consumer,San Jose,Machines,Medium,Offline,South,Express,cf5072dc-3dcd-489a-9e26-b56ca784f5bb,Jasmine King,Idaho,62614,animal
d14c5dcc-95e0-4760-823f-e65818042ea3,3c0c80bc-df9c-48a2-a948-14a6ae8e682e,Furniture,4866.94,9,0.06,86.4,2021-04-22,2021-05-02,Corporate,Chicago,Phones,High,Offline,East,Standard,038bfb13-e6ad-4314-92e0-e491ea7954f3,Curtis Moyer,Nevada,89401,several
231d0dc9-0b39-41bc-ae04-82cbc99f5aa9,d81f71d8-62aa-4738-a5cd-1c62b15aab08,Office Supplies,1821.71,6,0.1,797.44,2022-05-06,2022-05-16,Consumer,Chicago,Tables,Medium,Online,West,Express,fad0b349-863b-4196-8bf0-87139c25d60e,Tracey Miller,New Hampshire,59955,brother
a8c72c95-64e8-4607-b8de-095ed0f14772,e3064a61-3595-49a5-b7e0-e86969ee785b,Furniture,2078.29,10,0.28,337.37,2022-04-16,2022-04-21,Consumer,New York,Binders,Medium,Online,East,Standard,06f72891-5cb4-40d5-84db-48da7be78886,Rebecca Hill,Maine,23684,prevent
e5293e52-a5d1-42de-b0c9-917b10751f8d,7ad64148-bb41-4c05-8320-8988f4a12b13,Furniture,843.85,5,0.08,391.11,2023-05-12,2023-05-14,Corporate,San Jose,Machines,Critical,Online,East,Standard,7e1d6c6d-4bdb-4364-9276-6d778bb70563,Steven Doyle,Alabama,21323,away
47895969-ec9d-41c4-a707-bfa68a6404f1,a89e6428-66e5-43cd-b4e4-d25255988447,Furniture,2763.29,9,0.2,303.46,2022-11-23,2022-12-01,Consumer,Phoenix,Bookcases,Medium,Online,South,Express,6a88f8fa-7bf1-4c35-822a-6fe349ebe1bd,William Anderson,Louisiana,58788,budget
17e86725-7e74-4994-b1df-54635fcaa7dc,f8e79f28-4238-4d18-abc5-662516058aac,Office Supplies,4556.27,5,0.28,1222.85,2020-10-16,2020-10-20,Home Office,San Jose,Accessories,Critical,Online,North,Express,0b36e9e7-c0c4-481f-b4ea-6c08ed6a64f2,Thomas Smith,Washington,82719,you
25ef8098-cbb2-4603-9ea2-ad1d30c63083,c11cb899-c1a6-48d7-9258-eecd7ecbfa40,Office Supplies,3456.61,10,0.12,1213.38,2023-09-23,2023-09-26,Consumer,New York,Furnishings,High,Offline,East,Express,87554aab-f44a-4d22-919c-acca6e2216d6,Andrew Bowman,Utah,79174,call
38a02f5f-f8c9-479e-9fde-402a8620705e,473effde-8650-4a11-9efc-09262479a363,Office Supplies,2429.29,2,0.16,361.33,2023-07-06,2023-07-07,Consumer,San Diego,Phones,High,Online,West,Standard,2b9dfba2-1bfe-4f3a-a41d-dbe433620009,Marcus Arnold,Virginia,89714,offer
7d72186c-f2e0-4fc3-9c17-c5539850fcfd,679b4357-c47b-40d4-8e9f-3f9046464165,Technology,1210.8,1,0.09,118.03,2022-10-01,2022-10-07,Home Office,San Antonio,Bookcases,Critical,Offline,West,Standard,0d21cdaf-ef3f-4bda-8f2e-bc99814d4c96,Sarah Edwards,California,13606,near
749c54f1-6b82-4936-a243-6bb697a79984,a97c7a51-2e74-4757-9da5-602593aae2fe,Office Supplies,113.11,3,0.17,1251.68,2024-09-19,2024-09-29,Consumer,Houston,Furnishings,High,Online,East,Express,5221e697-37f9-4da2-b5a1-fb7e103ba42e,Scott Molina,Maine,18406,go
789c8698-bbc8-478d-8df2-9f3808ad024a,980fcdd8-3e6a-4e93-a42e-518aa04352f5,Furniture,490.56,6,0.03,1272.51,2022-11-07,2022-11-14,Consumer,Phoenix,Binders,Critical,Online,South,Standard,56bad840-d53b-4af0-8328-7a38e614016c,Daniel Davis,Alaska,73962,again
e70e877c-2e84-49b2-bbdf-bfd1f9acbf36,d624ce7c-f554-46ca-941c-bcbfdf331d27,Office Supplies,596.63,7,0.04,793.5,2023-08-08,2023-08-10,Corporate,Los Angeles,Bookcases,High,Offline,South,Express,63f42f1f-bad2-4cac-a42b-39de828e7263,Amanda Garcia,Nevada,19425,gas
53358d19-4584-4c87-8857-3fedb1d68d6b,da3bd30f-dc5b-472c-ae70-92242bb97324,Office Supplies,2892.06,3,0.25,608.5,2022-07-09,2022-07-15,Corporate,Philadelphia,Machines,Low,Online,West,Standard,1ef81cab-ae86-451d-ba3d-0696a9ec325d,Angel Blackwell,Florida,75902,life
3736003f-2f99-4892-83fe-c88a379f712b,c0d02814-3efc-40f2-bf44-4bfff9345e44,Furniture,2495.81,6,0.27,560.79,2021-05-18,2021-05-24,Consumer,Houston,Tables,Critical,Online,East,Express,6cf1846d-4ef9-4cf8-a095-84642980b346,Lori Waller,Maryland,67459,medical
ceb1608c-2904-4e5e-9faa-9b2458876800,3ce1018a-57b1-449d-af41-e380c37b5986,Technology,4749.76,9,0.29,1078.15,2022-12-12,2022-12-16,Home Office,Philadelphia,Tables,Low,Online,East,Express,f9d53d98-d16a-4d7e-abe1-3d8da731566e,Vanessa Stewart,Missouri,26524,before
